CODIGO_CLIENTE;UF;IDADE;ESCOLARIDADE;ESTADO_CIVIL;QT_FILHOS;CASA_PROPRIA;QT_IMOVEIS;VL_IMOVEIS;OUTRA_RENDA;OUTRA_RENDA_VALOR;TEMPO_ULTIMO_EMPREGO_MESES;TRABALHANDO_ATUALMENTE;ULTIMO_SALARIO;QT_CARROS;VALOR_TABELA_CARROS;SCORE
6232;SC;28;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6233;PR;30;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6234;RJ;32;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6235;SP;35;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6236;MG;42;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6237;SC;45;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6238;PR;48;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6239;RJ;51;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6240;SP;53;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6241;MG;55;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6242;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6243;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6244;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6245;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6246;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6247;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6248;MG;27;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6249;SC;28;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6250;PR;30;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6251;RJ;32;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6252;SP;35;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6253;MG;42;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6254;SC;45;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6255;PR;48;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6256;RJ;51;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6257;SP;53;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6258;MG;55;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6259;SC;57;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6260;PR;62;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6261;RJ;65;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6262;SP;19;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6263;RJ;23;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6264;SP;25;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6265;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6266;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6267;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6268;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6269;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6270;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6271;SC;45;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6272;PR;48;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6273;RJ;51;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6274;SP;53;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6275;MG;55;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6276;SC;57;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6277;PR;62;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6278;RJ;65;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6279;SP;19;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6280;RJ;23;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6281;SP;25;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6282;MG;27;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6283;SC;28;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6284;PR;30;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6285;RJ;32;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6286;SP;35;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6287;MG;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6288;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6289;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6290;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6291;SP;53;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6292;MG;55;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6293;SC;57;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6294;PR;62;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6295;RJ;65;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6296;SP;19;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6297;RJ;23;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6298;SP;25;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6299;MG;27;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6300;SC;28;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6301;PR;30;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6302;RJ;32;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6303;SP;35;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6304;MG;42;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6305;SC;45;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6306;PR;48;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6307;RJ;51;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6308;SP;23;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6309;MG;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6310;SC;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6311;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6312;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6313;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6314;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6315;SP;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6316;MG;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6317;SC;53;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6318;PR;55;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6319;RJ;57;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6320;SP;62;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6321;MG;65;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6322;SC;19;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6323;PR;23;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6324;RJ;25;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6325;SP;27;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6326;MG;28;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6327;SC;30;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6328;PR;32;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6329;RJ;35;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6330;SP;42;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6331;RJ;45;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6332;RJ;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6333;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6334;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6335;SP;55;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6336;RJ;57;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6337;RJ;62;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6338;PR;65;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6339;RJ;19;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6340;SP;23;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6341;RJ;25;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6342;RJ;27;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6343;PR;28;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6344;RJ;30;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6345;SP;32;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6346;RJ;35;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6347;RJ;42;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6348;PR;45;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6349;RJ;48;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6350;SP;51;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6351;RJ;53;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6352;RJ;55;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6353;PR;57;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6354;RJ;62;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6355;SP;65;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6356;RJ;19;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6357;RJ;23;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6358;PR;25;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6359;RJ;27;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6360;SP;28;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6361;RJ;30;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6362;RJ;32;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6363;SP;35;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6364;RJ;42;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6365;RJ;45;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6366;PR;48;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6367;RJ;51;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6368;SP;53;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6369;RJ;55;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6370;RJ;57;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6371;PR;62;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6372;RJ;65;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6373;SP;19;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6374;RJ;23;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6375;RJ;25;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6376;PR;27;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6377;SP;28;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6378;RJ;30;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6379;RJ;32;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6380;PR;35;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6381;RJ;42;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6382;SP;45;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6383;RJ;48;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6384;RJ;51;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6385;PR;42;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6386;RJ;45;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6387;SP;48;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6388;RJ;51;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6389;RJ;48;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6390;PR;51;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6391;SP;48;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6392;RJ;51;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6393;RJ;48;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6394;PR;51;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6395;SP;48;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6396;RJ;51;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6397;RJ;48;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6398;PR;51;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6399;SP;48;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6400;RJ;51;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6401;RJ;48;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6402;PR;51;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6403;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6404;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6405;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6406;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6407;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6408;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6409;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6410;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6411;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6412;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6413;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6414;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6415;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6416;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6417;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6418;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6419;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6420;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6421;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6422;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6423;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6424;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6425;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6426;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6427;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6428;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6429;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6430;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6431;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6432;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6433;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6434;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6435;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6436;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6437;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6438;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6439;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6440;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6441;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6442;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6443;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6444;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6445;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6446;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6447;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6448;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6449;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6450;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6451;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6452;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6453;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6454;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6455;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6456;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6457;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6458;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6459;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6460;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6461;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6462;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6463;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6464;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6465;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6466;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6467;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6468;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6469;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6470;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6471;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6472;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6473;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6474;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6475;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6476;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
6477;MG;32;Superior Cursando;Solteiro;1;Sim;1;185000;Sim;3000;19;Sim;6800;0;0;45
6478;SC;35;Superior Completo;Solteiro;1;Sim;2;450000;Sim;2400;25;Sim;22000;1;150000;51
6479;PR;42;Segundo Grau Completo;Casado;0;Não;0;0;Não;0;48;Sim;4500;2;28000;56
6480;RJ;45;Superior Cursando;Casado;0;Não;0;0;Não;0;120;Não;9800;0;0;62
6481;SP;48;Superior Completo;Divorciado;2;Sim;2;600000;Não;0;15;Sim;15000;1;70000;67
6482;MG;51;Segundo Grau Completo;Divorciado;1;Sim;0;0;Não;0;80;Não;6100;2;48000;73
6483;SC;53;Superior Cursando;Casado;2;Não;1;280000;Não;0;12;Sim;9000;0;0;78
6484;PR;55;Superior Completo;Casado;2;Não;3;700000;Não;0;75;Não;17500;1;50000;84
6485;RJ;57;Segundo Grau Completo;Casado;3;Sim;1;340000;Sim;4000;90;Sim;13000;2;180000;89
6486;SP;62;Superior Cursando;Casado;3;Sim;1;450000;Sim;3200;93;Não;5300;0;0;95
6487;RJ;65;Superior Completo;Viuvo;1;Não;3;900000;Não;0;150;Não;18300;1;80000;98
6488;SP;19;Superior Cursando;Solteiro;0;Não;0;0;Não;0;8;Sim;1800;0;0;12
6489;MG;23;Superior Completo;Solteiro;1;Não;0;0;Não;0;9;Não;4800;1;50000;18
6490;SC;25;Segundo Grau Completo;Casado;0;Sim;1;220000;Não;0;18;Sim;2200;2;30000;23
6491;PR;27;Superior Cursando;Casado;1;Sim;0;0;Não;0;22;Não;3900;0;0;29
6492;RJ;28;Superior Completo;Divorciado;2;Não;1;370000;Não;0;30;Sim;11500;1;35000;34
6493;SP;30;Segundo Grau Completo;Divorciado;0;Não;0;0;Não;0;14;Sim;3100;2;40000;40
